texts,labels
"@RTDNEWS Dumb entry level job killing move.</s>In a surprise, a Senate panel voted Monday to advance a bill to raise the minimum wage to $15 an hour by 2021. Senate Majority leader Tommy Norment, R-James City County, backed the measure in what could be a bid to force an election-year floor vote.  https://t.co/F7r5goroeP",neg
"@BlackSocialists Trains. Lots of trains. And also trams. decentralised, dense, heavily interconnected and democratic communities. Building infrastructure like green bridges to reconnect ecosystems that have been split by roads. Unions and empowerment networks for minorities. Co-ops</s>If we’re going to not only dismantle Capitalism, but build Eco-Socialism in the process of dismantling Capitalism, how do y’all think it’s going to be done, moving from the context of the U.S. empire?",neg
"@drmistercody This may be off topic but how much money is enough for billionaires?  At what point do they decide there’s no reason to have more?</s>Mark Cuban would like you to believe that including the small number of grotesquely wealthy in a universal healthcare plan would require the vast amount of not grotesquely wealthy to pay more in taxes. He wants to do his own billionaire healthcare, *for the sake of the people*.  https://t.co/wWDMMWbVat",neg
"@bungdan Just pretending that I could see Trump saying that the government controls people's whatevers, and that his supporter would believe it.</s>Only in America can you go armed to FBI, tell them you're the victim of CIA whatever control, and get your gun back.  https://t.co/VD8crH6EEH",pos
"@JGreenriver @caroljsroth What would've happened if there was no Welfare as well as the factories leaving?</s>@StormyWaters11 @caroljsroth No, I think welfare contributed to a culture of negligence that have exacerbated the problems far beyond the issue of factories closing down.",neg
"@Evan_Low Thank you Evan - your leadership is awesome.  👍🙏</s>I’ve just introduced Assembly Bill 2712- California Universal Basic Income (UBI).. Continuing your work, @AndrewYang . #HumanityFirst #UBI    https://t.co/J96GihNilb  https://t.co/mJC9bX5Vn5",neg
@MinhRaise_AU @IgnatPete @scottsantens How does that help people with tens of thousands of dollars in medical or student loan debt?</s>@Zadley91 @IgnatPete @scottsantens Need to look beyond the money and peek into the 2nd order impacts of what Yang's Freedom Dividend would do for a community. UBI needs to come first. Recommend you look at the Mincome study and Namibia BIG project.,neg
"@CatholicSat He said ""salario universal"". He said it. It's there. It's not misreported.  It's like one day he will say ""Hail Satan"" and then a cardinal comes out and tells us, ""By Satan, he means Christ"". Time after time, year after year, it's the same darn thing.</s>@CatholicSat I don't understand. The America article said he did. Were you being sarcastic? I mean, there's a clarification at the end, but that's what always happens to PF: he allows an idol to be worshiped or he allows desecration of the Holy Eucharist, than somebody else puts out the fire.",neg
@bristolrabbitre I guess it’s a bit difficult to send her to me in Australia</s>Little Oakley was found wandering the streets &amp; luckily was safely caught and then brought to us. Nobody came forward for her. She was covered in fleas and remains really nervous. She has only been handled when necessary to help her feel safe. Shes had her first vaccination🐰❤️  https://t.co/sfWgz3fXVQ,neg
"@benigma2017 Very similar, yes. Your desk would not have protected you from a nuclear blast and it won't protect you from crop failure either.</s>Are they gonna have climate change drills where they hide under the desk like we had when I was a kid and we were worried about nuclear attack?",neg
"@LeonLovesU Bon comme il faudra bien vs éduquer malgré vs, sachez qu'il fait ce discours ds un contexte où la ségrégation EST la loi, ce qu'il a tjs voulu c'est l'égalité de droit pr les NOIRS par la fin de la ségrégation le droit de vote... Ms qd on est juste blind et pas color blind pffff</s>@sirine2b Tous les progrès dans ce domaine proviennent de la déracialisation de nos visions du monde. Chaque fois que la race est remise au centre, le sentiment d'appartenance tribal exalté, les antagonismes raciaux sont activés et c'est la catastrophe. Black lives Matter est toxique.",neg
@CryWasTaken I just want to see someone who wants to change after all of this. And from what I have seen Cry does want to fix things and figure his shit out. Which is really all we can ask for.</s>@CryWasTaken I never condone this shit. But I've been so tired of cancel culture pulling people apart instead of trying to just converse. The past happened. It was ugly but it happened. I will never understand how the victims feel. But my heart is with them.,neg
"@angie_karan The steak i had for dinner today was really tasty</s>💔😢🐃🐂  Some people  think going vegan is hard…!  How do you think these poor babies feel ?! They feel pain and fear !!!  All we need are humans with hearts that understand…!!  These innocent angels really need your help.   Please be kind, and #GoVegan !!🙏💚🌱 #AnimalRights  https://t.co/LrhfOrxlFM",neg
"@harvey_meade @FoxNews Wrong. You only not know many black many. Get out and meet some many of color and keep pushing stereotypes</s>@FoxNews That is all it was a world as it turns out. The black as they were said then, are still killing and robb… https://t.co/yCTAAjXr2q",pos
"@IrieJon I find it funny how they inadvertently find songs that perfectly describe Trump and the frustrations of those of us who see through him.  ""Losing my religion” is an old southern expression for being at the end of your rope, at the point where politeness gives way to anger.</s>Trump's people were just blaring REM's ""Losing My Religion"" at their latest Ohio rally...  Do people on his campaign actually research the true meaning of songs, before they try to give them their own meaning?  Playing ""Fortunate Son"" by CCR (last week) was just embarrassing.",neg
"@WestonGoldberg @JoeNBC @MSNBC They're better human beings than racist Republican. Also I don't think you know what… https://t.co/dBJ3VwRWZ9</s>@JoeNBC @MSNBC By the way Joe,  I guess if you ask a lib a question, a good chance your going to get a lib answer!… https://t.co/e1K2vfmICL",pos
"@JGreenriver @caroljsroth If poor people could move away to get better jobs, since they must be poor to collect welfare, why don't they do that everywhere?</s>@StormyWaters11 @caroljsroth People would have moved in order to find new employment.",neg
"@ida_skibenes Republicans have claimed that in countries with universal healthcare. That the medical system doesn't work. That the hospitals and equipment are very outdated. And everyone wishes they had hospitals and doctors as good as America's. Even if they had to pay a little extra.</s>Hi Aubrey,   I live in a country with universal healthcare. My taxes pays for my fellow citizens medical expenses and it’s a pretty great system, actually. If you lived here you could get the psychiatric care you obviously need and we would all chip in.",neg
@finance_rich What is “warehouse” work?</s>When amazon increases minimum wage corporate employees didn’t get a raise. We already get equity so we are incentived to do our job already. And it’s wild you keep making excuses for Private companies that don’t pay a livable wage,neg
"@ABC Someone should put the man out of his misery.  GOP preferably.</s>Pres. Trump says it's a ""complete fabrication"" that he's concerned his son is in legal trouble in Russia probe… https://t.co/77N4pA7BvV",pos
"@JEFSpeaks @EricRWeinstein I can’t show an example as I have no idea how many people become white supremacists but never hurt or kill anyone, nor do you. I also believe that people can be rehabilitated, and that driving rage and hatred underground makes it fester and grow.</s>@AmberFaire1 @EricRWeinstein I acknowledged his call for wisdom, then asked for acknowledgement that dehumanizing speech is dangerous. I then suggested that priorities seem out of order.  You objected, by bringing up non-sequiturs, and claims that you refuse to support.  Sure. We're done.",neg
"@BerniceKing God does not have favorites. We all matter.  We can’t allow the devil nor shady sources like “CNN” continue to feed us misinformation, half-truths and sensationalism.</s>In some situations and systems, do #BlackLivesMatter as much or at all?   “Data shows that missing white children receive far more media coverage than missing black and brown children, despite higher rates of missing children among communities of color.”  https://t.co/szoJzDO7GT",neg
"@realDonaldTrump Republican repeal of Net Neutrality hurts us all. We deserve an open internet that is free. Same speed and access for all. Small business and schools will pay dearly. ISP’s may now decide what websites consumers can access because of their financial limitations #ReasonsToVoteBlue</s>@realDonaldTrump Problem with illegal immigration isn’t immigrants, it’s legal immigration system. Not illegal by choice. With 9 million mixed citizenship households, $7,000 process, 10 yr. wait and 60% from visa abuse; walls won’t solve problem. Fix the system, fix the problem #ReasonsToVoteBlue",neg
@louiseminchin Hate them!!!</s>One liners? Love them or hate them? I am out.,pos
"@nytimes Show us the socialist economy that has thrived.</s>Capitalism, Socialism, and Unfreedom  https://t.co/HoL30yUS1B",neg
"@CombatCavScout Cool your anger is more possible than making real change.</s>@andriedeja I don’t fucking care about their feelings, they need to understand their greedy dumbass behavior has real-ass consequences for the most vulnerable among us.",pos
"@kate_manne In the 1990s, I was not ""woke"" to the problem. Bernie Sanders was talking about it very early on, at a time when very few were. I clearly remember thinking he was a bit extreme about it then  https://t.co/9QK3TKg82a</s>I agree with many of Sanders' policy positions--though he has crucial weaknesses vis-a-vis gun control, sexual assault, abortion rights, immigration, and a suspect history on mass incarceration and environmental racism. But he is less smart, flexible and accomplished than Warren.",neg
@_AshhAshh_ @recycliz Like huh ..... imagine when the baby’s mother find out 😭</s>@trreatrrea @recycliz Ain’t that weird sis?,neg
"@MSNBC @MSNBC hate baiting leftist propaganda. Obviously these hacks are the enemy of the people. #FakeNewsMedia #WalkAwayFromDemocrats2018</s>""I think we did a fantastic job in Puerto Rico,"" President Trump says day after Puerto Rico Gov. Rossello  increase… https://t.co/paQJZnOoB0",pos
@cleflore23 You should get you a custom shiloh sharps rifle. They made Tom Sellecks gun for Quigley down under. Mines almost finished being made.  https://t.co/Xa6rdf3E3D</s>#Guncontrol zealots: Who the fuck is Carl?   Me: The smart ass black guy that‘s about to  ruin your “the second amendment is only for racist white guys” narrative.  https://t.co/Kifl0h31GW,neg
"@FadiAlmazyad @mehdirhasan 😂😂😂😂
I dont think your problem is missle your problem just kids 
Pls  kill  them</s>@mmd74_ @mehdirhasan https://t.co/59GQo7LFTv",pos
